annee,altitude_m,pluviometrie_mm,temperature_moy_C,superficie_ha,utilisation_engrais,acces_irrigation,nb_menages,province_Bujumbura Rural,province_Bururi,province_Cankuzo,province_Cibitoke,province_Gitega,province_Kayanza,province_Kirundo,province_Makamba,province_Muramvya,province_Muyinga,province_Mwaro,province_Ngozi,province_Rutana,province_Ruyigi,culture_Haricot,culture_Manioc,culture_Maïs,culture_Patate douce,culture_Sorgho,saison_B
2022,1187,796.7,21.0,3.49,0.0,0,131,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
2017,1437,982.4,19.3,0.72,0.0,0,155,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2016,1835,885.2,19.5,1.01,0.0,0,90,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
2016,1436,650.5,21.6,3.41,0.0,0,29,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2021,1361,845.7,21.1,3.16,1.0,0,160,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2016,1065,886.8,22.3,0.37,0.0,1,155,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
2023,1840,1055.1,20.3,3.61,0.0,0,97,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2023,1920,758.4,20.5,3.31,0.0,1,76,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
2022,862,943.5,23.1,3.43,0.0,1,111,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2018,1777,944.5,19.7,1.76,0.0,0,89,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,817,656.1,24.4,2.5,1.0,0,52,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
2021,1904,849.0,20.1,2.36,0.0,0,138,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2017,730,655.6,22.1,1.81,0.0,0,166,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2017,1126,978.0,23.1,0.59,1.0,0,82,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2019,846,856.3,23.4,3.35,1.0,0,155,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2023,805,651.3,24.4,0.71,1.0,0,132,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2017,1971,669.2,19.1,2.8,0.0,0,95,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2016,1697,1126.7,21.3,1.86,0.0,0,71,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2015,816,703.0,24.5,1.35,0.0,0,92,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2023,1403,963.6,20.6,1.53,0.0,0,40,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2022,1102,922.8,22.9,1.87,0.0,1,109,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2015,1964,890.0,18.5,0.39,0.0,1,114,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
2017,1969,889.9,19.5,0.63,0.0,0,16,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,1451,947.6,22.5,0.67,1.0,0,77,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2016,1859,935.0,19.8,2.23,1.0,1,28,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2018,1474,936.9,20.9,0.31,1.0,0,177,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2015,1362,914.9,20.3,4.09,1.0,0,90,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2018,1967,727.0,20.0,0.78,1.0,0,51,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
2015,1381,502.0,22.1,4.48,1.0,0,82,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2016,2010,681.1,18.9,0.99,0.0,0,38,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2016,1069,912.7,23.4,2.16,1.0,0,50,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2018,1691,653.4,20.7,2.38,0.0,0,89,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
2020,826,1054.0,22.3,2.69,0.0,1,78,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2023,1112,590.2,20.4,3.73,1.0,0,130,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2023,831,1058.0,22.1,1.04,0.0,1,22,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2017,814,766.5,23.5,2.63,0.0,1,121,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2021,1490,821.5,20.2,2.53,0.0,1,39,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
2020,1081,917.5,21.7,2.7,1.0,0,83,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2023,1248,839.0,21.2,4.05,1.0,1,128,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2016,1951,780.5,20.6,4.26,0.0,0,85,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
2018,1773,799.7,19.2,0.81,1.0,0,121,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
2021,1084,758.0,21.5,0.97,1.0,0,100,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2021,1148,929.7,21.6,3.54,0.0,0,117,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2022,1330,919.8,22.3,3.35,1.0,0,18,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2018,1845,824.5,20.7,4.17,1.0,0,43,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
2015,1234,1196.6,22.5,0.53,0.0,0,142,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2022,1436,723.3,21.8,1.2,0.0,0,20,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True
2015,863,769.1,23.5,2.56,0.0,1,153,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2015,1715,933.0,21.1,2.57,0.0,0,15,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,1939,881.8,21.0,1.09,1.0,0,161,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2017,810,823.3,24.6,4.09,1.0,0,146,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2015,1886,958.3,19.1,3.67,1.0,0,79,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2018,1637,1196.1,19.9,4.26,0.0,0,52,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2022,1823,962.0,20.1,2.21,0.0,0,56,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2020,752,832.2,23.6,1.73,0.0,0,34,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2022,758,931.0,23.8,0.54,0.0,0,22,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2018,1707,509.0,20.7,0.37,0.0,0,68,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
2017,1405,708.0,20.7,0.58,1.0,0,16,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
2022,1408,1067.8,23.1,1.91,0.0,1,56,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2019,1773,871.4,20.3,2.17,1.0,0,173,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2018,1413,812.3,20.7,3.22,1.0,0,162,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
2018,855,877.3,23.0,4.1,0.0,1,39,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2018,730,904.3,24.5,2.04,0.0,0,152,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2019,1846,781.1,20.3,1.96,0.0,0,131,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
2019,1963,772.7,19.5,3.52,1.0,0,37,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True
2021,1230,755.8,23.6,3.84,1.0,1,18,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
2021,842,697.6,23.3,2.12,1.0,1,171,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2021,827,742.9,22.8,0.84,0.0,1,98,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2019,1471,682.7,21.5,3.92,0.0,0,52,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
2017,1983,1104.1,19.9,4.48,0.0,0,95,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2023,1391,800.9,23.0,4.21,0.0,0,60,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
2022,1703,682.5,19.9,0.92,0.0,0,109,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2016,1234,644.6,21.1,4.35,1.0,0,156,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
2020,1236,672.4,22.0,2.76,0.0,0,121,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True
2023,889,1027.3,22.0,2.1,0.0,0,30,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2023,1355,979.2,22.4,2.52,0.0,0,124,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2016,840,794.4,22.7,2.89,0.0,0,160,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2023,741,954.6,23.6,2.72,0.0,0,104,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2023,1094,683.2,21.7,3.8,1.0,0,144,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2021,1472,852.4,21.0,1.18,0.0,0,106,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2017,1941,582.9,19.0,1.04,0.0,1,42,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
2017,1972,901.1,19.6,0.6,1.0,0,146,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2023,888,774.1,22.5,3.34,0.0,0,179,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2023,1201,747.9,22.1,2.27,1.0,0,107,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2017,1196,759.2,22.2,0.35,0.0,0,35,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2017,1620,1026.3,21.3,4.04,1.0,0,61,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2019,1998,697.7,16.9,2.41,0.0,0,148,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
2019,1118,965.1,22.9,0.38,0.0,0,150,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2021,1453,806.05,20.4,3.3,0.0,0,52,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2019,846,752.0,23.0,3.11,0.0,0,107,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2015,1981,972.6,19.2,2.34,1.0,0,88,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2020,1784,893.5,18.9,0.62,0.0,0,121,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
2017,1765,895.7,19.3,3.19,1.0,0,163,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2015,1393,979.4,21.2,0.78,1.0,0,84,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2020,1542,732.4,22.7,0.99,0.0,0,96,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
2015,1675,771.9,21.4,3.11,0.0,0,123,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
2020,1969,741.6,19.0,3.87,1.0,0,45,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
2017,1916,800.2,19.4,4.25,0.0,1,57,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2023,1773,633.9,20.6,1.51,1.0,0,117,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
2023,1425,572.2,21.7,0.36,0.0,0,119,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
2021,1698,943.1,20.4,0.7,0.0,0,152,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2020,1495,922.5,21.0,1.36,0.0,0,143,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2021,1350,959.6,21.2,3.66,0.0,0,32,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2022,1364,1050.3,20.5,3.52,0.0,0,28,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2019,1532,957.8,22.7,2.81,0.0,0,99,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2020,1444,1043.0,21.5,2.3,1.0,0,165,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2017,888,927.8,22.1,1.83,1.0,1,78,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2023,1741,656.4,21.5,0.39,1.0,0,86,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2020,1144,910.5,20.7,2.62,0.0,0,88,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2016,1449,823.5,22.3,0.89,0.0,0,143,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2019,1924,1068.7,20.7,4.26,1.0,0,26,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2015,848,760.3,23.8,2.94,0.0,1,64,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2017,848,763.7,24.2,1.18,0.0,0,55,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1476,785.1,20.4,1.72,0.0,0,110,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2016,1690,669.7,19.2,1.71,1.0,0,32,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
2021,1725,874.1,19.4,2.93,1.0,0,61,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2016,1713,939.4,19.4,3.87,1.0,0,133,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2017,1178,741.0,24.1,3.74,0.0,0,106,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2020,875,775.4,23.2,1.62,0.0,0,144,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2022,1191,699.8,22.5,3.43,0.0,0,160,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2015,813,834.8,22.9,0.41,1.0,0,45,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2017,1698,797.5,20.3,3.11,0.0,0,114,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2021,1397,1175.4,23.5,1.2,0.0,0,92,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
2019,1762,999.2,20.9,1.1,0.0,0,151,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
2019,1329,915.1,21.0,4.28,0.0,0,38,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2020,1433,573.7,21.7,0.74,0.0,0,163,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
2017,1909,806.2,19.2,1.74,0.0,0,178,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2015,1545,1010.5,20.8,2.3,0.0,0,29,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2017,1886,1128.2,19.8,0.77,0.0,1,68,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2021,1400,905.3,21.5,2.01,0.0,0,178,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
2023,1537,879.0,20.7,0.33,1.0,0,146,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2016,2014,617.5,20.1,2.5,0.0,0,66,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2017,1642,807.75,20.4,2.31,1.0,0,120,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2015,1219,783.7,21.6,0.47,0.0,0,79,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2023,1623,843.4,19.3,1.85,0.0,0,107,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2017,1524,920.8,22.5,2.08,0.0,0,116,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2022,1450,779.9,22.0,4.47,0.0,0,40,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
2020,808,770.6,24.1,1.11,0.0,1,74,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2018,2034,1048.9,18.9,0.8,1.0,1,17,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1694,1061.9,19.2,4.3,0.0,0,153,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2023,1391,806.05,22.9,2.41,0.0,0,147,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
2022,1406,890.0,20.6,0.51,0.0,0,84,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
2016,1442,833.2,20.2,4.38,1.0,0,128,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True
2016,1421,809.6,22.3,0.34,0.0,0,179,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
2020,1376,642.4,21.1,0.4,0.0,0,175,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True
2018,1694,675.5,21.0,4.38,1.0,0,37,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True
2021,1961,749.8,19.1,2.12,0.0,0,35,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
2017,1476,747.6,21.5,3.04,1.0,0,162,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
2019,1088,791.1,20.5,3.04,0.0,0,37,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2020,736,963.5,24.2,3.52,0.0,0,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2020,817,632.8,22.8,2.28,0.0,0,39,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
2016,1437,811.3,20.7,3.64,1.0,0,87,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
2017,1966,917.5,19.5,1.93,0.0,0,94,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
2015,1760,870.7,20.2,3.33,0.0,0,83,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2017,1146,739.7,21.9,2.25,0.0,0,151,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2022,765,811.85,22.4,2.26,0.0,1,102,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2023,805,1049.0,22.9,0.36,1.0,0,92,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2018,1204,575.9,23.8,2.99,1.0,1,63,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True
2018,1497,863.1,21.7,1.59,0.0,0,70,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2017,1838,710.2,18.8,1.61,0.0,0,151,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
2015,1125,779.0,22.1,3.07,0.0,0,159,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2015,1488,900.3,20.6,3.51,1.0,0,142,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
2020,1916,769.2,18.7,1.02,1.0,0,143,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
2015,1904,686.6,19.3,3.11,0.0,0,97,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2022,1104,720.5,22.4,0.9,1.0,0,82,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
2021,770,612.7,22.8,3.76,0.0,0,45,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
2015,1463,794.6,22.9,2.94,0.0,0,163,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
2021,1769,721.2,18.8,1.65,1.0,0,74,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
2018,1740,1016.3,19.8,4.32,1.0,0,52,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2018,1148,944.8,21.5,2.75,0.0,0,75,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2018,848,1126.0,22.1,3.35,1.0,1,133,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2017,1776,629.3,19.8,1.44,0.0,0,161,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
2021,1700,857.9,19.9,4.32,0.0,0,69,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2016,2002,896.1,19.1,4.08,0.0,0,161,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2016,1079,846.45,22.6,0.7,1.0,1,166,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2016,1502,1072.0,21.1,1.45,0.0,1,125,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2021,1673,949.6,20.7,1.33,0.0,0,81,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2020,807,1006.4,22.4,3.4,0.0,1,111,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2018,1925,918.5,19.0,4.46,1.0,0,142,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2023,1908,477.8,18.5,0.96,0.0,0,177,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2018,1423,720.9,21.3,0.42,0.0,0,76,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2016,777,838.9,22.5,2.06,1.0,1,62,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2015,835,1060.3,24.9,1.71,1.0,1,103,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2020,1480,747.2,21.6,4.2,0.0,0,136,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
2018,1358,983.3,20.6,1.24,1.0,0,83,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2019,1154,783.6,22.2,1.87,0.0,0,168,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
2019,1715,692.1,20.2,0.84,0.0,0,158,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2015,1370,985.8,21.9,4.0,0.0,1,176,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2021,798,945.2,23.4,3.82,0.0,1,39,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2022,1074,872.2,22.3,3.83,0.0,0,142,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2015,1999,647.8,17.3,2.31,1.0,0,132,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True
2016,1930,893.7,20.0,3.55,0.0,0,41,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2016,828,846.6,22.7,0.42,0.0,0,48,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
2015,1966,563.6,18.4,1.6,0.0,0,47,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2018,1903,783.6,20.5,2.65,0.0,0,47,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
2017,830,749.5,25.5,1.46,1.0,1,114,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2017,1839,860.8,19.0,3.17,0.0,0,74,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
2019,1362,798.8,21.7,2.34,0.0,0,122,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
2015,1350,1003.3,21.0,0.96,0.0,0,136,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2020,2035,701.8,19.9,2.89,0.0,0,63,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2017,804,788.1,22.6,3.66,0.0,0,151,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2018,816,894.3,22.3,2.57,0.0,0,29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2017,1672,884.5,19.3,0.98,1.0,0,28,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True
2020,1427,797.7,22.1,4.12,1.0,0,32,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2023,1412,826.9,21.4,1.28,1.0,0,61,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2019,1863,840.5,19.7,3.34,1.0,1,109,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
2018,818,898.1,23.6,3.12,0.0,1,111,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2017,1237,951.0,20.9,2.87,1.0,0,43,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2019,1954,1009.5,19.5,4.21,1.0,0,80,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
